"","score","text"
"473",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"474",0,"lucidhurricane us code us code disqualified hold public office us trumptapes podes"
"475",0,"wikileak release email part"
"476",1,"chatrevolve look say little mr right"
"477",-1,"richdoll donnabrazile fraud answer forum say jud"
"478",-1,"miss youre nastywoman debate"
"479",0,"wikileak release email part"
"480",-2,"given lot money wish will next potus ridicule catholic offensive "
"481",0,"wikileak release email part"
"482",-1,"mtnmd dnc biggest hypocrites planet earth"
"483",0,"spoiler alert im go ask wordsfromwags question tomorrows realtruthrq"
"484",-4,"kerri jessebwatters oasisupernova nwo criminal puppet sinister mind unfit freedom worse"
"485",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"486",-3," physically sick liar gags minute trialed spit lie hillaryshealth ht"
"487",0,"listen lie like take soft gooey shit hrs debatenight trumpvsclinton"
"488",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"489",0,"thendguardsus release email part jimpeoples"
"490",1,"sourcenow amazing trends hour release part po"
"491",0,"studied lifestyle elect elect jamiebeck person p"
"492",0,"hillarious elect politi"
"493",0,"lol dnc mail funniest"
"494",-1,"tell friend pass around okay american people tolerate murder children"
"495",-1,"trumpmissouri now make fun women bodies dont fooled ppl crook everything said public l"
"496",0,"wikileak release email part"
"497",0,"worldmusicaward rihanna wear tshirt third final presidential debate rihanna ht"
"498",-1,"guess funniest thing ive seen dohas blame georgewbushfor action takenwhen herhusband potus"
"499",0,"guy trumpdebate elect"
"500",1,"islam religion truth answer consistent logic human"
"501",0,"release email part panoramah"
"502",0,"wikileak release email part"
"503",0,"grrrgraphics cartoon original ebay candidata kaine clown creepyclowncraze vp"
"504",0,"lucidhurricane us code us code disqualified hold public office us trumptapes podes"
"505",2,"dvatw love smile debatenight"
"506",-1,"gigioncall womenshealth babies abort second state found plannedparenthood site"
"507",-2,"realdjtrumpteam agree direct relationship tweet mind health compulsive lie diso"
"508",-2,"realdjtrumpteam agree direct relationship tweet mind health compulsive lie diso"
"509",1," postdebate poll won third final presidential debate makeamericagreatagain deba"
"510",-2,"realdjtrumpteam agree direct relationship tweet mind health compulsive lie diso"
"511",1,"davidlimbaugh pinksprnva self worth selfserving sure shesnotwithyou"
"512",0,"lucidhurricane us code us code disqualified hold public office us trumptapes podes"
"513",0,"telemundo vicentefdez anoche viví una noche muy emotiva en mi encuentro con expresó el cantante mexicano"
"514",0,"worldmusicaward rihanna wear tshirt third final presidential debate rihanna ht"
"515",0,"marieclairefr après le débat des présidentielles américaines cette nuit la phrase du jour revient à"
"516",0,"watch live potus hitler campaign trail hillarious miami"
"517",0,"wikileak release email part"
"518",0,"release email part panoramah"
"519",0,"wikileak release email part"
"520",0,"wikileak release email part"
"521",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"522",0,"release email part "
"523",-1,"understanding hillaryclintona email scandal hillarious"
"524",0,"release email part trumpfan"
"525",0,"watch live potus hitler campaign trail hillarious miami"
"526",0,"lucidhurricane us code us code disqualified hold public office us trumptapes podes"
"527",1,"rjgatoresq lesson hillarious support trumppence hillaryshealth"
"528",0,"wikileak release email part"
"529",0,"release email part pambesteder"
"530",2,"dvatw love smile debatenight"
"531",0,"grrrgraphics cartoon original ebay candidata kaine clown creepyclowncraze vp"
"532",-2,"barackobama weak speak democrat gop weak unitedisoa"
"533",0,"wikileak release email part"
"534",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"535",-1,"representpledge hillaryclintona debate answer abort need women politi askaboutabo"
"536",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"537",0,"wikileak release email part"
"538",0,"wikileak release email part"
"539",-1,"cnbc guy said use briefing information btw classified ladies big problem handle secret tcot"
"540",-2,"agree direct relationship tweet mind health compulsive lie d"
"541",-2,"thomaspaine intense pressure silence wikileak proposed drone strike julian assange wikileak ht"
"542",0,"patrioticme anyone think good presidencial basically tell world mentally inept"
"543",-3,"heartbreaking poor excuse human one vote"
"544",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"545",0,"onlinemagazin usa way third final tv debate lasvegas donald med"
"546",0,"watch alfredesmithdinner cspan tonight cardinaldolan getinthesea sit inbetween"
"547",0,"watch live potus hitler campaign trail hillarious miami"
"548",0,"wikileak release email part"
"549",0,"watch live potus hitler campaign trail hillarious miami"
"550",0,"wikileak release email part"
"551",0,"wikileak release email part"
"552",0,"wikileak release email part"
"553",0,"dont like show displeasure send message writers noneoftheabove vote"
"554",0,"wikileak release email part"
"555",-1,"womenshealth babies abort second state found plannedparenthood site"
"556",0,"y así fue el encuentro entre chente y en lasvegas encanto tu canción esa que dice era"
"557",0,"wikileak release email part"
"558",0,"wikileak release email part"
"559",0,"rihanna wear tshirt third final presidential debate rihanna"
"560",0,"divancee wikileaks göre fas kral ile görüebilmek için vakfna mlyn ödeme yapm"
"561",-3,"klsouth fbi report show lie destroy evidence subpoena debatenight dem debate"
"562",0,"watch live potus hitler campaign trail hillarious miami"
"563",0,"wikileak release email part"
"564",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"565",1,"scare tactic gop use everytime gun owners th grade educated like jethro"
"566",0,"thecoli"
"567",0,"chatelaineqc pourquoi cette hésitation à élire une femme à lire le texte de pascalenavarro"
"568",0,"release email part patrioticspirit"
"569",-2," moderate fail expose hillaryclintona crimes debate federal payforplay law hrc broke ht"
"570",0," time thing arent go way donald say rig"
"571",0,"hace campaña por"
"572",0,"lucidhurricane us code us code disqualified hold public office us trumptapes podes"
"573",-1,"idk question hes oblivious normal world presidentialdebate imwither "
"574",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"575",-1,"babbsgirl corrupt clintonbodycount come light wikileak veritasvideo vote stu"
"576",1,"met future vicepresident timkaine today democrat peace vote"
"577",0,"shecantbetrusted"
"578",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"579",0,"paulottoneumann said guy wikileak dncleak"
"580",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"581",0,"release email part smanoel"
"582",1,"rtenfrancais jusquoù sont prêts à aller les support dhillaryclinton pour madonna cest une question de fellat"
"583",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"584",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"585",-1,"clintonfoundation fraud"
"586",0,"wikileak release email part"
"587",-1,"christianpost reiterated position abort legal thru full term pregnancy rd debate"
"588",0,"oraclec hrc nastywoman bitchesgetstuffdone debatenight donthecon madampresident wecandoit go"
"589",0,"wikileak release email part"
"590",0,"wikileak release email part"
"591",0,"wikileak release email part"
"592",-1,"remember peoplethe corrupt method employees elect will method whi"
"593",0,"buy hillarious desk figure link bio elect hillarious"
"594",-1,"babbsgirl corrupt clintonbodycount come light wikileak veritasvideo vote stu"
"595",1,"cnbc repeated say russia involved intelligence tell secret media briefing classified public"
"596",0,"bigger reason presidencial response time nuclear launch debate "
"597",0,"wikileak release email part"
"598",-1,"richdoll donnabrazile fraud answer forum say jud"
"599",1,"pollhq trust debate"
"600",-1,"vividly defended idea lateterm partialbirth abort boldly took st"
"601",1,"joecostello world think entire bush families support hillaryclintona bid whitehouse today"
"602",0,"brothersidecar strongertogether pennsylvania california say"
"603",-1,"steph leak dnc email american former dnc staffer seth rich since murder putin debate"
"604",-1,"washingtonpost another excuse look politi live little late"
"605",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"606",0,"wikileak release email part"
"607",0,"wikileak release email part"
"608",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"609",0,"wikileak release email part"
"610",-1,"look candidata feel sad american"
"611",0,"grrrgraphics new cartoon debatenight third round trumpbookreport riggedelection"
"612",0,"comermd want invest people people waitwhat thursdaythoughts trumpbookreport"
"613",-1,"jeeeeeeeepers prisonplanet homophobe bigot hillaryforprison liar votetrump cree"
"614",0,"grrrgraphics cartoon original ebay candidata kaine clown creepyclowncraze vp"
"615",0,"hill yes"
"616",0,"grrrgraphics cartoon original ebay candidata kaine clown creepyclowncraze vp"
"617",0,"teamtrumpco let say sex w blackwomenvote latinos w"
"618",1,"chatrevolve look say little mr right"
"619",0,"debate strongertogether pennsylvania california "
"620",0,"beatable make think sponsored dnc happen"
"621",1,"im proud potus flotus cant wait first female presidencial imwither"
"622",-2,"donnabrazile fraud answer forum say judgement poor"
"623",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
"624",1,"year coup complete chuck baldwin excellent analysis"
"625",0,"watch live potus hitler campaign trail hillarious miami"
"626",0,"release email part leecamp"
"627",0,"abbymartin fbi docs reveal foia requests relate went group referendum shadow govern"
"628",0,"wikileak release email part"
"629",-2,"breaking caught obstructing congressional investigation privateserver email platteriver"
"630",0,"grrrgraphics cartoon original ebay candidata kaine clown creepyclowncraze vp"
"631",0,"wikileak release email part"
"632",-1,"msnbc shame use barackmichelleobama prove unabletocommunicatetoamericansfor ownsickness"
"633",0,"wikileak release email part"
"634",0,"watch live potus hitler campaign trail hillarious miami"
"635",0,"poem wot wrote maketrumpdrumpfagain ffsamericawhatareyoueventhinking"
"636",0,"kellyrek haroldthomasmartin getinthesea arrest take home classified material yet fbi winks sa"
"637",0,"watch live potus hitler campaign trail hillarious miami"
"638",0,"release email part wikileak"
"639",0,"politweecs reveal americafirst nuclear response time debate"
"640",0,"fruitetrange whitehouse threatens war russia score politi point washingtontimes"
"641",-2,"reignsfreedom truth cant denials treason unfit idea make sense debatenight"
"642",1,"realscotternst dem enlisted mileycyrus millennial women vote bc mc great role model cl"
