"score","text"
0,"gotnostrings maga draintheswamp"
-2,"soniakatimota female rabbis condemn hate speech voteblue via jdforward"
0,"one o realdonaldrumpf debate imwithher via deja"
0,"ist ein sexmonster unt ein uglybastard nevertrump debate debate potus"
0,"todonoticias el anuncio peligroso de aceptará los resultado de las elecciones sólo si gana htt"
0,"set straight listen dc gazette governor"
-1,"boo alsmithdinner twitter now crash due amount rig tweet"
1,"latest internal sailing news thank marinebizworld"
0,"retweet clintoncampaign response late term abortion"
0,"retweet clintoncampaign response late term abortion"
0,"dailypakistangl read pakistan usa kashmir india"
-1,"accusations never plotted im republican"
1,"a law let make clear world want presiden retweet"
-1,"keep fall vladimirputin praise propaganda final"
-2,"now mainstream max hate feel kinda bore"
-2,"abcelex moment seem loose crowd alsmithdinner start boo joke "
-1,"stcom white house rivals trade punch line dinner"
1," alsmithdinner nyc say humor horse one putin ride around"
-1,"minuteblog democracia democracia uselection liar"
0,"dailypakistangl read pakistan usa kashmir india"
0,""
0,"tyskland pratar man om som ett sexmonster svpol"
-1,"democracia democracia uselection liar"
0,"dailypakistangl read pakistan usa kashmir india"
-1,"entheosshines red alert cc secretservice gt waves assassination threat debate leftwingers htt"
0,"dailypollsx vote presiden retweet poll dailypoll elect"
0,"one tubersimulator hilaryclinton pokemongo"
0,"jamiiforums marekani mgombea urais amesema atayakubali matokeo ya uchaguzi endapo yeye atatangazwa mshindi jfleo"
-1,"stcom white house rivals trade punch line dinner"
-1,"keep fall vladimirputin praise propaganda final"
0,"people historic via newsweekeurope"
-1,"something wicked way come halloween"
0,"rtamerica donaldtrumpdriven nation polit director jim say longer play active role campaign"
-2,"abcelex moment seem loose crowd alsmithdinner start boo joke "
-1,"taco protest lasvegas last presidential debate teamtaco"
0,"dailypakistangl read pakistan usa kashmir india"
-1,"white house rivals trade punch line dinner"
-1,"entheosshines red alert cc secretservice gt waves assassination threat debate leftwingers htt"
1,"mick best impression borderterrier x"
0,"us elect trade barbaro al smith dinner"
1,"meet humor al smith dinner"
0,"lindsay lohan want give syrian refugees drinks child"
1,"alsmithdinner fun next potus debate elect imwither us"
0,"kvinnor svarar på donaldtrumpdriven tal om han sexuellaövergrepp på tjejer och kvinnor usa svpol"
1,"a law let make clear world want presiden retweet"
0,"ynhallak nessun dorma best worst fan"
0,"julianassange anklagad för våldtäktstödjer som berättar hur man sexuellt antastar kvinnoro båda stöttar putin svpol"
1,"a law let make clear world want presiden retweet"
1,"notifyrinc support seize donaldtrumpdriven woman comment"
1,"atomicdigital make great makeamericagreatagain"
0,"love georgelopez hombrés nastygirl trumptower loser"
0,"jtombarber tcot"
1,"boo good humour speech new york event turn caustic elect"
0,"nickanderson whiner manishmalhotra cartoon debate"
1,"a law let make clear world want presiden retweet"
1,"vickybrush heart love care familiar children vote potus"
-2,"soniakatimota female rabbis condemn hate speech voteblue via jdforward"
0,"huffpostpol davidcoltart none women come forward sooner go police rather media"
0,"nickanderson whiner manishmalhotra cartoon debate"
0,"want leader free world debilitating ill cerebellarataxia hillaryshealth"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
-2,"abcelex moment seem loose crowd alsmithdinner start boo joke "
-2,"abcelex moment seem loose crowd alsmithdinner start boo joke "
-1,"donaldtrumpdriven budget plan completa insane screw environews"
1,"a law let make clear world want presiden retweet"
-1,"donaldtrumpdriven budget plan completa insane"
1,"vickybrush heart love care familiar children vote potus"
0," dont want never screw head"
0,"vicitrue wowowoe roast alsmithdinner see u behind magax dtmag catholic"
-1,"donaldtrumpdriven budget plan completa insane screw environews"
1,"a law let make clear world want presiden retweet"
-1,"donaldtrumpdriven budget plan completa insane"
0,"support tricked buy beerhousemex mexico citizenjournalist boozeup via reutersindia"
-1,"kharyp flubs bible verse corinthians pandering makeamericagreatagain"
0,"scottwestband debate debate trumpwin trumpwin"
1,"alsmithdinner event like bigsean dont fk youuuuuuuuuuuuu"
1,"love look elect hilaryclinton"
0,"chicagofortrump full speech rallies delaware oh trumppence makeamericagreatagain usa americafirst ht"
0,"barackobama samsunggalaxynote"
0,"haha picture everything vs obama thejoker v superman"
-1,"kimfrederi thehrcsupervols show lack selfcontrol decorum socialskills temperment presiden usa"
-2,"female rabbis condemn hate speech voteblue via jdforward"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
-1,"another serious allegation us presidential candidacy sexual misconduct women"
-2,"moment seem loose crowd alsmithdinner start boo joke abou"
0,"eaellc keep us safe free radical islam terror watch e alan prods fee now maga"
0,"billclinton vrouwonvriendelijke gedragbejegening maar het structureel niet oké durftevragen"
-1,"josephmagi problem danneywilliams vote psychic"
0," slamming trumpaboard comment elect newsandgossip"
-1," roast corrupt got kicked watergate commission polit"
0,"octopus arms stamps octopusart popart ladysagabe"
1,"emekagift hebron purim brussels belgium holi work home biafra un"
0,"vs"
-1,"entheosshines red alert cc secretservice gt waves assassination threat debate leftwingers htt"
-1,"entheosshines red alert cc secretservice gt waves assassination threat debate leftwingers htt"
0,"please retweet trumptrain trumppence maga donaldjtrumpjr erictrump ivankatrump"
1,"theshaderoom pressplay better read melania serious via cnn"
1,"heidizzzzz lol love man trumptrain"
-2,"zeitonline nach donaldtrumpdriven attack auf das uswahlsystem versuchen die republikaner den schaden zu begrenzen"
0,"firstpost nastywomen badhombre take twitter"
-1,"entheosshines red alert cc secretservice gt waves assassination threat debate leftwingers htt"
0,"read pakistan usa kashmir india"
0,"eaellc keep us safe free radical islam terror watch e alan prods fee now maga"
-1,"thewrap new accusations say touched breast askd dont know"
1,"a law let make clear world want presiden retweet"
1,"lol love man trumptrain"
0,"spearhafoc wonderwoman kneeing crotch art comic nevertrump elect markers"
1,"banwahhabism donaldtrumpdriven campaign manage say fivepoint plan defeat islam isis hillar"
-7,"spoiled brat vile rude dishonest contempt fool morintoon"
0,"full speech rallies delaware oh trumppence makeamericagreatagain usa americafirst"
-1,"entheosshines red alert cc secretservice gt waves assassination threat debate leftwingers htt"
-1,"serpentine just vile boo room priests p news polit catholic"
-2,"kharyp uncle joe said may stupid know damage hes nevertrump imwithher"
0,"know putin never met putin best friend rip friendship vladimirputin"
0,"maisdireita terceiro debate vence apesar da escorregada rodrigoconstantino"
1,"vote hilaryclinton vote wwiii might want better rela"
0,"just support act deplorable"
1,"theshaderoom pressplay better read melania serious via cnn"
0,"vividly defended idea lateterm partial birth abortion boldly took st"
-1,"serpentine just vile boo room priests p news polit catholic"
0,"drew cartoon jamesokeefe politicalcartoon projectveritas journalismaward citizenjournalist"
-1,"movietvtechgeek true false claim rd debate movietvtechgeek"
-1,"serpentine just vile boo room priests p news polit catholic"
0,""
1,"mstanik look like list book mormon big time explanation markzbarabak"
-1,"triangles vote w billybush show hard commit voterfraud"
-1,"kharyp flubs bible verse corinthians pandering makeamericagreatagain"
0,"banwahhabism donaldtrumpdriven campaign manage say plan defeat islam just show stupid people"
0,"abcnews trumpaboard debate style sparks storm parodies book report trumpbookreport picre"
0,"arnoldschwarzenegger wegen schwierigkeiten"
1,"sulking support cockroach partial batleyandspen beginning sound lot like refusal accept decision"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
-1,"just vile boo room priests p news polit catholic ctl"
1,"a law let make clear world want presiden retweet"
1,"everytime say can african american see leonardo dicaprios face django like"
-1,"boo dinner mean joke watch"
0,"nickanderson circus trainclick link manishmalhotra cartoon debate"
-1,"ymtymr new music columnyahoo bad berniesanders"
1,"a law let make clear world want presiden retweet"
0,"uriu tofikdibi jeroenpauw diederiksamsom bizar hoe diederiksamsom eerst vollop commentaar heeft op en dan dit"
-1,"zestyusa accusations dnc chair donnabrazile give question"
-1,"newsnewstday house cards eventually fall podestaemails bernieorbust jillstein"
-1,"avanconia much interpretation need get say want electionfraud cuz hate"
-1,"flotus michelleobama hold opposing view allegation mr tr vine bbcworld"
1,"vickybrush heart love care familiar children vote potus"
0,"nickanderson whiner manishmalhotra cartoon debate"
-2,"mch son catholic hater disgraced al smith dinner via thedailybeast"
-1,"thewrap new accusations say touched breast askd dont know"
0,"nickanderson circus trainclick link manishmalhotra cartoon debate"
-1,"accusations dnc chair donnabrazile give question"
0,"cfrorg ahead last debate comparable hillaryclintonforpresident donaldtrumpdriven plan china isis russia"
0,"wish war end trumpvsclinton makeamericagreatagain"
-2,"zeitonline nach donaldtrumpdriven attack auf das uswahlsystem versuchen die republikaner den schaden zu begrenzen"
1,"mstanik look like list book mormon big time explanation markzbarabak"
-1,"peterdaou new video star little rascals women"
0,"im uswahlkampf der einsame wütende kandidat spiegel online"
0,"campaign speech eminem rappt gegen tonlinede"
1,"a law let make clear world want presiden retweet"
0,"schedato come faccia di tolla milanesi capiscono"
0,"a law evidence since beginning rallies debate poll total landslide debate"
1,"say win surge silentsupporters trumpdemocrats buildthewall"
-1,"peterdaou new video star little rascals women"
-2,"dienkydau andrewkurtser viewfromthflr trumpaboard lawyer michael cohen threat report write rape"
0,"doubt go laugh quit bit tonight sometimes even appropriate moment"
0,"nickanderson whiner manishmalhotra cartoon debate"
0,"nickanderson circus trainclick link manishmalhotra cartoon debate"
0,"cfrorg comparable want strengthen us defense"
0,"michelleobama torches keep american democracia suspense flotus"
2,"slickstweetz fund secure nominee let say thank help presiden"
0," horse know one vladimir putin ride around"
1,"support seize donaldtrumpdriven woman comment"
0,"johnrmoffitt disqualifies serves capacity"
0," alsmithdinner im glad threw shade disdain catholic"
-2,"people magazine put forth six account corroborate report assault clai miss natashastoynoff"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"aceptaré el resultado de las elecciones pero sólo si gano yo samataotrump samataopaco"
0,"way week jamielithgow"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0,"cfrorg heres proposals us immigrant ht"
0,"a law evidence since beginning rallies debate poll total landslide debate"
0," debate debate trumpwin"
2,"slickstweetz fund secure nominee let say thank help presiden"
0,"americanelection"
0,"talk shookoneschallenge presidentialdebatee"
0,""
0,"dailypollsx vote presiden retweet poll dailypoll elect"
0,"spearhafoc wonderwoman kneeing crotch art comic nevertrump elect markers"
3,"elenidjanis great night alsmithdinner great around good friend except bl"
1,"cfrorg comparable hillaryclintonforpresident donaldtrumpdriven plan defeat isis"
